DATEMONTHINT,STATION,RIDERS_PER_WEEKDAY,,
201201,New Carrollton,9448.1,,
201201,NoMa-Gallaudet U,7467.2,,
201201,Pentagon,17389.5,,
201201,Pentagon City,14543.3,,
201201,Potomac Avenue,3898,,
201201,Prince George's Plaza,5019.7,,
201201,Reagan Washington National Airport,4968,,
201201,Rhode Island Avenue,5100.4,,
201201,Rockville,4651.3,,
201201,Rosslyn,16107.2,,
201201,Shady Grove,13481.1,,
201201,Shaw-Howard University,4818.4,,
201201,Silver Spring,12885.8,,
201201,Smithsonian,8635.1,,
201201,Southern Avenue,5717.6,,
201201,Stadium-Armory,3196.8,,
201201,Suitland,6211.8,,
201201,Takoma,5879.4,,
201201,Tenleytown-AU,7214.8,,
201201,Twinbrook,4382.6,,
201201,U Street-Cardozo,6587.7,,
201201,Union Station,32536.4,,
201201,Van Dorn Street,3399.4,,
201201,Van Ness-UDC,6918.9,,
201201,Vienna,13358.1,,
201201,Virginia Square-GMU,3908.2,,
201201,Waterfront,4049.1,,
201201,West Falls Church,10618.9,,
201201,West Hyattsville,3724.8,,
201201,Wheaton,4249.6,,
201201,White Flint,4035.3,,
201201,Woodley Park-Zoo,6512.8,,
201202,Addison Road,3644.8,,
201202,Anacostia,7721.4,,
201202,Archives-Navy Memorial,8637.5,,
201202,Arlington Cemetery,451.2,,
201202,Ballston,12035.7,,
201202,Benning Road,3243.5,,
201202,Bethesda,10482.2,,
201202,Braddock Road,4382.1,,
201202,Branch Avenue,6518.4,,
201202,Brookland,7612,,
201202,Capitol Heights,2160.4,,
201202,Capitol South,8204.6,,
201202,Cheverly,1518.9,,
201202,Clarendon,4721.6,,
201202,Cleveland Park,4591.2,,
201202,College Park-U of MD,4792.5,,
201202,Columbia Heights,12717.8,,
201202,Congress Heights,3050,,
201202,Court House,7483.2,,
201202,Crystal City,13241.6,,
201202,Deanwood,1837.8,,
201202,Dunn Loring,4925.7,,
201202,Dupont Circle,18258.9,,
201202,East Falls Church,4021.8,,
201202,Eastern Market,6083.5,,
201202,Eisenhower Avenue,1910.2,,
201202,Farragut North,26781.4,,
201202,Farragut West,22665.7,,
201202,Federal Center SW,6046.9,,
201202,Federal Triangle,9126.8,,
201202,Foggy Bottom,22165.1,,
201202,Forest Glen,2419.8,,
201202,Fort Totten,7326.4,,
201202,Franconia-Springfield,8662.1,,
201202,Friendship Heights,9394.1,,
201202,Gallery Place-Chinatown,27341.2,,
201202,Georgia Avenue-Petworth,6222.3,,
201202,Glenmont,5787.8,,
201202,Greenbelt,6579.9,,
201202,Grosvenor,5770.2,,
201202,Huntington,8718.8,,
201202,Judiciary Square,9586.5,,
201202,King St-Old Town,8248.1,,
201202,L'Enfant Plaza,21124.5,,
201202,Landover,2316.7,,
201202,Largo Town Center,5084.9,,
201202,McPherson Square,16591.1,,
201202,Medical Center,6124.5,,
201202,Metro Center,28368.6,,
201202,Minnesota Avenue,3327.4,,
201202,Morgan Blvd.,1819.3,,
201202,Mt. Vernon Square-UDC,3986.9,,
201202,Navy Yard-Ballpark,6226.6,,
201202,Naylor Road,3154.3,,
201202,New Carrollton,9617.5,,
201202,NoMa-Gallaudet U,7859.5,,
201202,Pentagon,17466.4,,
201202,Pentagon City,15247,,
201202,Potomac Avenue,4106.9,,
201202,Prince George's Plaza,5398.6,,
201202,Reagan Washington National Airport,5025.6,,
201202,Rhode Island Avenue,5465.1,,
201202,Rockville,4779.4,,
201202,Rosslyn,16379.8,,
201202,Shady Grove,13511,,
201202,Shaw-Howard University,5061.5,,
201202,Silver Spring,13169,,
201202,Smithsonian,8850,,
201202,Southern Avenue,5901.1,,
201202,Stadium-Armory,2965,,
201202,Suitland,6286,,
201202,Takoma,6073.5,,
201202,Tenleytown-AU,7972.6,,
201202,Twinbrook,4478.1,,
201202,U Street-Cardozo,6921.7,,
201202,Union Station,32582.7,,
201202,Van Dorn Street,3450.2,,
201202,Van Ness-UDC,7174.5,,
201202,Vienna,13469.7,,
201202,Virginia Square-GMU,4004.5,,
201202,Waterfront,4233.1,,
201202,West Falls Church,10691.7,,
201202,West Hyattsville,3854,,
201202,Wheaton,4453.8,,
201202,White Flint,4158.7,,
201202,Woodley Park-Zoo,6937.8,,
201203,Addison Road,3665.1,,
201203,Anacostia,7763.2,,
201203,Archives-Navy Memorial,9532.2,,
201203,Arlington Cemetery,1675.1,,
201203,Ballston,12239.1,,
201203,Benning Road,3266.6,,
201203,Bethesda,11121,,
201203,Braddock Road,4563,,
201203,Branch Avenue,6858.1,,
201203,Brookland,7574.5,,
201203,Capitol Heights,2209.7,,
201203,Capitol South,9438.4,,
201203,Cheverly,1602.3,,
201203,Clarendon,4924.8,,
201203,Cleveland Park,4737.3,,
201203,College Park-U of MD,4866.2,,
201203,Columbia Heights,12842,,
201203,Congress Heights,3107.4,,
201203,Court House,7583,,
201203,Crystal City,14179.4,,
201203,Deanwood,1875.7,,
201203,Dunn Loring,5239.6,,
201203,Dupont Circle,19404.6,,
201203,East Falls Church,4315.5,,
201203,Eastern Market,6318.7,,
201203,Eisenhower Avenue,2147,,
201203,Farragut North,26900,,
201203,Farragut West,22805.2,,
201203,Federal Center SW,6331.9,,
201203,Federal Triangle,10209.3,,
201203,Foggy Bottom,21681.3,,
201203,Forest Glen,2458.6,,
201203,Fort Totten,7582.8,,
201203,Franconia-Springfield,9233,,
201203,Friendship Heights,9596,,
201203,Gallery Place-Chinatown,29842.3,,
201203,Georgia Avenue-Petworth,6326.1,,
201203,Glenmont,6039,,
201203,Greenbelt,7116.8,,
201203,Grosvenor,6008.6,,
201203,Huntington,9208.4,,
201203,Judiciary Square,9652,,
201203,King St-Old Town,9310.9,,
201203,L'Enfant Plaza,22132.1,,
201203,Landover,2307.6,,
201203,Largo Town Center,5232.7,,
201203,McPherson Square,17125,,
201203,Medical Center,6163.9,,
201203,Metro Center,29759,,
201203,Minnesota Avenue,3423,,
201203,Morgan Blvd.,1857.5,,
201203,Mt. Vernon Square-UDC,4110,,
201203,Navy Yard-Ballpark,6308.4,,
201203,Naylor Road,3202.8,,
201203,New Carrollton,10048.6,,
201203,NoMa-Gallaudet U,8252.9,,
201203,Pentagon,17525.6,,
201203,Pentagon City,16451.1,,
201203,Potomac Avenue,4058.4,,
201203,Prince George's Plaza,5454.3,,
201203,Reagan Washington National Airport,6170.6,,
201203,Rhode Island Avenue,5603.2,,
201203,Rockville,4965.9,,
201203,Rosslyn,17363.5,,
201203,Shady Grove,14002.2,,
201203,Shaw-Howard University,4974.8,,
201203,Silver Spring,13857.3,,
201203,Smithsonian,15016.2,,
201203,Southern Avenue,5959,,
201203,Stadium-Armory,3596.2,,
201203,Suitland,6447.4,,
201203,Takoma,6272,,
201203,Tenleytown-AU,7892.7,,
201203,Twinbrook,4640.1,,
201203,U Street-Cardozo,7359,,
201203,Union Station,34639.1,,
201203,Van Dorn Street,3736,,
201203,Van Ness-UDC,7117.5,,
201203,Vienna,13904.3,,
201203,Virginia Square-GMU,3989.3,,
201203,Waterfront,4509.3,,
201203,West Falls Church,11023.1,,
201203,West Hyattsville,3983.1,,
201203,Wheaton,4600.7,,
201203,White Flint,4319.9,,
201203,Woodley Park-Zoo,7879.6,,
201204,Addison Road,3570.2,,
201204,Anacostia,7403.8,,
201204,Archives-Navy Memorial,10060.4,,
201204,Arlington Cemetery,2438.9,,
201204,Ballston,12160.7,,
201204,Benning Road,3129.3,,
201204,Bethesda,11003.6,,
201204,Braddock Road,4564.8,,
201204,Branch Avenue,6979,,
201204,Brookland,7314.5,,
201204,Capitol Heights,2145.6,,
201204,Capitol South,9106,,
201204,Cheverly,1545.4,,
201204,Clarendon,4884.2,,
201204,Cleveland Park,4984.1,,
201204,College Park-U of MD,5163,,
201204,Columbia Heights,12545.6,,
201204,Congress Heights,2997.1,,
201204,Court House,7641.3,,
201204,Crystal City,14605.3,,
201204,Deanwood,1798.5,,
201204,Dunn Loring,5344,,
201204,Dupont Circle,19459.8,,
201204,East Falls Church,4286.6,,
201204,Eastern Market,6206.1,,
201204,Eisenhower Avenue,2198.8,,
201204,Farragut North,26855.7,,
201204,Farragut West,23060.3,,
201204,Federal Center SW,6489.6,,
201204,Federal Triangle,10909.2,,
201204,Foggy Bottom,22028.4,,
201204,Forest Glen,2479.6,,
201204,Fort Totten,7420.2,,
201204,Franconia-Springfield,9566,,
201204,Friendship Heights,9520.8,,
201204,Gallery Place-Chinatown,29371.2,,
201204,Georgia Avenue-Petworth,6019.7,,
201204,Glenmont,6102.3,,
201204,Greenbelt,7332.5,,
201204,Grosvenor,5895.8,,
201204,Huntington,9359.9,,
201204,Judiciary Square,9507.6,,
201204,King St-Old Town,9566.8,,
201204,L'Enfant Plaza,22533.6,,
201204,Landover,2323.8,,
201204,Largo Town Center,5211.3,,
201204,McPherson Square,17072.2,,
201204,Medical Center,6024.3,,
201204,Metro Center,29321,,
201204,Minnesota Avenue,3136.4,,
201204,Morgan Blvd.,1885.4,,
201204,Mt. Vernon Square-UDC,4118.5,,
201204,Navy Yard-Ballpark,9423.6,,
201204,Naylor Road,3181.5,,
201204,New Carrollton,10105.2,,
201204,NoMa-Gallaudet U,8127.9,,
201204,Pentagon,17304.7,,
201204,Pentagon City,17037,,
201204,Potomac Avenue,3934.5,,
201204,Prince George's Plaza,5340.2,,
201204,Reagan Washington National Airport,6286.6,,
201204,Rhode Island Avenue,5478.1,,
201204,Rockville,5002.5,,
201204,Rosslyn,17354.1,,
201204,Shady Grove,14088.9,,
201204,Shaw-Howard University,5070,,
201204,Silver Spring,13684.1,,
201204,Smithsonian,16115,,
201204,Southern Avenue,5853.7,,
201204,Stadium-Armory,2943.8,,
201204,Suitland,6363.5,,
201204,Takoma,6185.5,,
201204,Tenleytown-AU,7705,,
201204,Twinbrook,4593.8,,
201204,U Street-Cardozo,7180.9,,
201204,Union Station,34291.7,,
201204,Van Dorn Street,3818.4,,
201204,Van Ness-UDC,7089.1,,
201204,Vienna,14236.2,,
201204,Virginia Square-GMU,3972.5,,
201204,Waterfront,4445.6,,
201204,West Falls Church,10948.8,,
201204,West Hyattsville,3958.6,,
201204,Wheaton,4502.7,,
201204,White Flint,4160.7,,
201204,Woodley Park-Zoo,9531.9,,
201205,Addison Road,3544.2,,
201205,Anacostia,7598.1,,
201205,Archives-Navy Memorial,9496.3,,
201205,Arlington Cemetery,1827,,
201205,Ballston,12077,,
201205,Benning Road,3183.5,,
201205,Bethesda,10928.4,,
201205,Braddock Road,4485.2,,
201205,Branch Avenue,6765.1,,
201205,Brookland,6827.6,,
201205,Capitol Heights,2167.6,,
201205,Capitol South,8050,,
201205,Cheverly,1546.4,,
201205,Clarendon,4851.3,,
201205,Cleveland Park,4720.1,,
201205,College Park-U of MD,4619.6,,
201205,Columbia Heights,12854.9,,
201205,Congress Heights,3035.7,,
201205,Court House,7506.8,,
201205,Crystal City,13598,,
201205,Deanwood,1829,,
201205,Dunn Loring,5248.4,,
201205,Dupont Circle,18721.4,,
201205,East Falls Church,4292.1,,
201205,Eastern Market,6195.3,,
201205,Eisenhower Avenue,2079.9,,
201205,Farragut North,26669.4,,
201205,Farragut West,22779.1,,
201205,Federal Center SW,6441.7,,
201205,Federal Triangle,9881.1,,
201205,Foggy Bottom,21462.6,,
201205,Forest Glen,2448.7,,
201205,Fort Totten,7637.2,,
201205,Franconia-Springfield,9095.6,,
201205,Friendship Heights,9700.4,,
201205,Gallery Place-Chinatown,26553.6,,
201205,Georgia Avenue-Petworth,6305.7,,
201205,Glenmont,6192,,
201205,Greenbelt,6941.3,,
201205,Grosvenor,5878.4,,
201205,Huntington,9060.5,,
201205,Judiciary Square,9257.9,,
201205,King St-Old Town,9093,,
201205,L'Enfant Plaza,21675.3,,
201205,Landover,2335.8,,
201205,Largo Town Center,5159.4,,
201205,McPherson Square,16846.9,,
201205,Medical Center,6020.8,,
201205,Metro Center,28807.6,,
201205,Minnesota Avenue,3257,,
201205,Morgan Blvd.,2291.5,,
201205,Mt. Vernon Square-UDC,4262.8,,
201205,Navy Yard-Ballpark,9886.8,,
201205,Naylor Road,3175.6,,
201205,New Carrollton,9840.6,,
201205,NoMa-Gallaudet U,8021.5,,
201205,Pentagon,17001.9,,
201205,Pentagon City,16389.2,,
201205,Potomac Avenue,3979.5,,
201205,Prince George's Plaza,5336.2,,
201205,Reagan Washington National Airport,6365.3,,
201205,Rhode Island Avenue,5645.9,,
201205,Rockville,4843.9,,
201205,Rosslyn,16761.5,,
201205,Shady Grove,13891.9,,
201205,Shaw-Howard University,4685.6,,
201205,Silver Spring,13568.9,,
201205,Smithsonian,11948.4,,
201205,Southern Avenue,5909.5,,
201205,Stadium-Armory,3069.6,,
201205,Suitland,6396.4,,
201205,Takoma,6139.5,,
201205,Tenleytown-AU,7242.6,,
201205,Twinbrook,4638.1,,
201205,U Street-Cardozo,7238.5,,
201205,Union Station,33015,,
201205,Van Dorn Street,3591.3,,
201205,Van Ness-UDC,6698,,
201205,Vienna,13536.8,,
201205,Virginia Square-GMU,3746,,
201205,Waterfront,4536.5,,
201205,West Falls Church,10903.4,,
201205,West Hyattsville,3951.2,,
201205,Wheaton,4374.5,,
201205,White Flint,4165.5,,
201205,Woodley Park-Zoo,7952.1,,
201206,Addison Road,3540.9,,
201206,Anacostia,7414.6,,
201206,Archives-Navy Memorial,10769.6,,
201206,Arlington Cemetery,2531.5,,
201206,Ballston,12502.3,,
201206,Benning Road,3136.6,,
201206,Bethesda,11395.4,,
201206,Braddock Road,4699.2,,
201206,Branch Avenue,7157.7,,
201206,Brookland,6622.8,,
201206,Capitol Heights,2151.1,,
201206,Capitol South,10889.5,,
201206,Cheverly,1590.7,,
201206,Clarendon,5025.6,,
201206,Cleveland Park,4839.5,,
201206,College Park-U of MD,5544,,
201206,Columbia Heights,12861.9,,
201206,Congress Heights,2953.2,,
201206,Court House,7895.3,,
201206,Crystal City,14589.9,,
201206,Deanwood,1799.5,,
201206,Dunn Loring,5463.7,,
201206,Dupont Circle,20169.6,,
201206,East Falls Church,4582,,
201206,Eastern Market,6416.3,,
201206,Eisenhower Avenue,2293.8,,
201206,Farragut North,28029.2,,
201206,Farragut West,23998.3,,
201206,Federal Center SW,6852.1,,
201206,Federal Triangle,11303.6,,
201206,Foggy Bottom,24835.9,,
201206,Forest Glen,2519,,
201206,Fort Totten,7574.4,,
201206,Franconia-Springfield,9753.7,,
201206,Friendship Heights,10115.2,,
201206,Gallery Place-Chinatown,28269.7,,
201206,Georgia Avenue-Petworth,6129.5,,
201206,Glenmont,6379.5,,
201206,Greenbelt,7431.5,,
201206,Grosvenor,6105.4,,
201206,Huntington,9489.7,,
201206,Judiciary Square,9767.2,,
201206,King St-Old Town,9294.1,,
201206,L'Enfant Plaza,22946.7,,
201206,Landover,2312.7,,
201206,Largo Town Center,5482.4,,
201206,McPherson Square,17740.9,,
201206,Medical Center,6531.5,,
201206,Metro Center,31072,,
201206,Minnesota Avenue,3192.8,,
201206,Morgan Blvd.,1942.7,,
201206,Mt. Vernon Square-UDC,4123.9,,
201206,Navy Yard-Ballpark,11068.3,,
201206,Naylor Road,3236.2,,
201206,New Carrollton,10236.3,,
201206,NoMa-Gallaudet U,8371,,
201206,Pentagon,17565,,
201206,Pentagon City,17209.5,,
201206,Potomac Avenue,3973.9,,
201206,Prince George's Plaza,5424,,
201206,Reagan Washington National Airport,6587.8,,
201206,Rhode Island Avenue,5662,,
201206,Rockville,5139.1,,
201206,Rosslyn,17415.7,,
201206,Shady Grove,14504.9,,
201206,Shaw-Howard University,4512.9,,
201206,Silver Spring,14040.1,,
201206,Smithsonian,15848.7,,
201206,Southern Avenue,5879.8,,
201206,Stadium-Armory,2859,,
201206,Suitland,6514,,
201206,Takoma,6108.1,,
201206,Tenleytown-AU,7264.6,,
201206,Twinbrook,4757.4,,
201206,U Street-Cardozo,7552.4,,
201206,Union Station,34380.5,,
201206,Van Dorn Street,3972.1,,
201206,Van Ness-UDC,6944,,
201206,Vienna,14247,,
201206,Virginia Square-GMU,3947,,
201206,Waterfront,4729.2,,
201206,West Falls Church,11387.4,,
201206,West Hyattsville,3979,,
201206,Wheaton,4391.9,,
201206,White Flint,4248.3,,
201206,Woodley Park-Zoo,9092.1,,
201207,Addison Road,3463,,
201207,Anacostia,7173,,
201207,Archives-Navy Memorial,10322.7,,
201207,Arlington Cemetery,2300.8,,
201207,Ballston,12140.1,,
201207,Benning Road,3046.9,,
201207,Bethesda,10821,,
201207,Braddock Road,4411.1,,
201207,Branch Avenue,6926.3,,
201207,Brookland,6433.7,,
201207,Capitol Heights,2035.1,,
201207,Capitol South,10536.4,,
201207,Cheverly,1548.9,,
201207,Clarendon,4888,,
201207,Cleveland Park,4643.5,,
201207,College Park-U of MD,4962.9,,
201207,Columbia Heights,12372.8,,
201207,Congress Heights,2801.1,,
201207,Court House,7628.6,,
201207,Crystal City,13904.3,,
201207,Deanwood,1729,,
201207,Dunn Loring,5279.6,,
201207,Dupont Circle,19503.1,,
201207,East Falls Church,4376.1,,
201207,Eastern Market,6103.3,,
201207,Eisenhower Avenue,2175.2,,
201207,Farragut North,26779.9,,
201207,Farragut West,22817.5,,
201207,Federal Center SW,6903.9,,
201207,Federal Triangle,11163.2,,
201207,Foggy Bottom,24666.9,,
201207,Forest Glen,2448,,
201207,Fort Totten,7296.3,,
201207,Franconia-Springfield,9475.2,,
201207,Friendship Heights,9657.8,,
201207,Gallery Place-Chinatown,28201.3,,
201207,Georgia Avenue-Petworth,5756.6,,
201207,Glenmont,6187.3,,
201207,Greenbelt,7251.5,,
201207,Grosvenor,5755,,
201207,Huntington,9199.6,,
201207,Judiciary Square,9566.4,,
201207,King St-Old Town,9334.1,,
201207,L'Enfant Plaza,22759.7,,
201207,Landover,2184.9,,
201207,Largo Town Center,5404.6,,
201207,McPherson Square,17197.1,,
201207,Medical Center,6373.4,,
201207,Metro Center,29982,,
201207,Minnesota Avenue,2971.3,,
201207,Morgan Blvd.,1882.4,,
201207,Mt. Vernon Square-UDC,5391,,
201207,Navy Yard-Ballpark,11228.8,,
201207,Naylor Road,2961,,
201207,New Carrollton,9827.6,,
201207,NoMa-Gallaudet U,8089.9,,
201207,Pentagon,16827.5,,
201207,Pentagon City,17013.2,,
201207,Potomac Avenue,3782.4,,
201207,Prince George's Plaza,5080.9,,
201207,Reagan Washington National Airport,6390.2,,
201207,Rhode Island Avenue,5449.1,,
201207,Rockville,4911,,
201207,Rosslyn,16841.4,,
201207,Shady Grove,14026,,
201207,Shaw-Howard University,4402.4,,
201207,Silver Spring,13416.5,,
201207,Smithsonian,15897.7,,
201207,Southern Avenue,5537.5,,
201207,Stadium-Armory,2674.3,,
201207,Suitland,6329.4,,
201207,Takoma,5883.5,,
201207,Tenleytown-AU,6665.5,,
201207,Twinbrook,4532,,
201207,U Street-Cardozo,7184.7,,
201207,Union Station,33752.5,,
201207,Van Dorn Street,3842,,
201207,Van Ness-UDC,6659.8,,
201207,Vienna,14027,,
201207,Virginia Square-GMU,3792.6,,
201207,Waterfront,4523,,
201207,West Falls Church,10930.4,,
201207,West Hyattsville,3760.6,,
201207,Wheaton,4243.5,,
201207,White Flint,4080.3,,
201207,Woodley Park-Zoo,8543.2,,
201208,Addison Road,3414,,
201208,Anacostia,6938.9,,
201208,Archives-Navy Memorial,9410.1,,
201208,Arlington Cemetery,1584.7,,
201208,Ballston,11448,,
201208,Benning Road,2917.3,,
201208,Bethesda,9982.1,,
201208,Braddock Road,4186.5,,
201208,Branch Avenue,6609.2,,
201208,Brookland,6261.7,,
201208,Capitol Heights,1976.1,,
201208,Capitol South,7370.8,,
201208,Cheverly,1478,,
201208,Clarendon,4663,,
201208,Cleveland Park,4422.5,,
201208,College Park-U of MD,4450.8,,
201208,Columbia Heights,12053.1,,
201208,Congress Heights,2723,,
201208,Court House,7282.6,,
201208,Crystal City,12336,,
201208,Deanwood,1644.6,,
201208,Dunn Loring,4961,,
201208,Dupont Circle,17742.6,,
201208,East Falls Church,4125.9,,
201208,Eastern Market,5708.2,,
201208,Eisenhower Avenue,1960.9,,
201208,Farragut North,24882.4,,
201208,Farragut West,21190,,
201208,Federal Center SW,6152.9,,
201208,Federal Triangle,9579.2,,
201208,Foggy Bottom,21033.3,,
201208,Forest Glen,2391.5,,
201208,Fort Totten,7275.5,,
201208,Franconia-Springfield,8758.5,,
201208,Friendship Heights,8940.5,,
201208,Gallery Place-Chinatown,24868.7,,
201208,Georgia Avenue-Petworth,5543.1,,
201208,Glenmont,5970.9,,
201208,Greenbelt,6814,,
201208,Grosvenor,5499,,
201208,Huntington,8622.3,,
201208,Judiciary Square,8910.9,,
201208,King St-Old Town,8789.4,,
201208,L'Enfant Plaza,20930,,
201208,Landover,2216.4,,
201208,Largo Town Center,5196.7,,
201208,McPherson Square,15843,,
201208,Medical Center,5849.8,,
201208,Metro Center,27161,,
201208,Minnesota Avenue,2791.4,,
201208,Morgan Blvd.,2026.6,,
201208,Mt. Vernon Square-UDC,3599.6,,
201208,Navy Yard-Ballpark,10477.5,,
201208,Naylor Road,3055.5,,
201208,New Carrollton,9510.6,,
201208,NoMa-Gallaudet U,7500.3,,
201208,Pentagon,16321.5,,
201208,Pentagon City,15567,,
201208,Potomac Avenue,3552.8,,
201208,Prince George's Plaza,5147.3,,
201208,Reagan Washington National Airport,6234.2,,
201208,Rhode Island Avenue,5300.3,,
201208,Rockville,4683.4,,
201208,Rosslyn,15315.2,,
201208,Shady Grove,13228.7,,
201208,Shaw-Howard University,4529.5,,
201208,Silver Spring,12865.2,,
201208,Smithsonian,12477.4,,
201208,Southern Avenue,5437.2,,
201208,Stadium-Armory,2625.9,,
201208,Suitland,6141.7,,
201208,Takoma,5549.5,,
201208,Tenleytown-AU,6527.3,,
201208,Twinbrook,4354.1,,
201208,U Street-Cardozo,6750.1,,
201208,Union Station,30690.7,,
201208,Van Dorn Street,3519.8,,
201208,Van Ness-UDC,6365.8,,
201208,Vienna,13147,,
201208,Virginia Square-GMU,3648.7,,
201208,Waterfront,4121.3,,
201208,West Falls Church,10338.4,,
201208,West Hyattsville,3795.9,,
201208,Wheaton,4177.1,,
201208,White Flint,3842.3,,
201208,Woodley Park-Zoo,7467.9,,
201209,Addison Road,3478.7,,
201209,Anacostia,7437.5,,
201209,Archives-Navy Memorial,9052.3,,
201209,Arlington Cemetery,1083.9,,
201209,Ballston,11980.9,,
201209,Benning Road,3132.2,,
201209,Bethesda,10368.8,,
201209,Braddock Road,4355.4,,
201209,Branch Avenue,6573.1,,
201209,Brookland,7753.5,,
201209,Capitol Heights,2062.7,,
201209,Capitol South,7865.1,,
201209,Cheverly,1538.5,,
201209,Clarendon,4858.8,,
201209,Cleveland Park,4593.2,,
201209,College Park-U of MD,4932.4,,
201209,Columbia Heights,12437.6,,
201209,Congress Heights,2978,,
201209,Court House,7591.3,,
201209,Crystal City,12717.7,,
201209,Deanwood,1764.3,,
201209,Dunn Loring,5120.6,,
201209,Dupont Circle,18271.1,,
201209,East Falls Church,4251.2,,
201209,Eastern Market,5988.7,,
201209,Eisenhower Avenue,1958.4,,
201209,Farragut North,26206.1,,
201209,Farragut West,22382.6,,
201209,Federal Center SW,6155.8,,
201209,Federal Triangle,8972,,
201209,Foggy Bottom,22628.7,,
201209,Forest Glen,2466.5,,
201209,Fort Totten,7752.5,,
201209,Franconia-Springfield,8539.9,,
201209,Friendship Heights,9290.6,,
201209,Gallery Place-Chinatown,24156.6,,
201209,Georgia Avenue-Petworth,6003.1,,
201209,Glenmont,6123.1,,
201209,Greenbelt,6787.6,,
201209,Grosvenor,5768.4,,
201209,Huntington,8682.7,,
201209,Judiciary Square,9355.9,,
201209,King St-Old Town,8972.5,,
201209,L'Enfant Plaza,20612.1,,
201209,Landover,2214.1,,
201209,Largo Town Center,5134.5,,
201209,McPherson Square,15969.4,,
201209,Medical Center,6033.7,,
201209,Metro Center,27436.9,,
201209,Minnesota Avenue,3085.5,,
201209,Morgan Blvd.,2002.6,,
201209,Mt. Vernon Square-UDC,4087.4,,
201209,Navy Yard-Ballpark,10858.5,,
201209,Naylor Road,3174.2,,
201209,New Carrollton,9562.2,,
201209,NoMa-Gallaudet U,8160.8,,
201209,Pentagon,16823.6,,
201209,Pentagon City,15200.6,,
201209,Potomac Avenue,3793.6,,
201209,Prince George's Plaza,5188.8,,
201209,Reagan Washington National Airport,6203.9,,
201209,Rhode Island Avenue,5710.7,,
201209,Rockville,4986.3,,
201209,Rosslyn,15835.4,,
201209,Shady Grove,13222.9,,
201209,Shaw-Howard University,5197.8,,
201209,Silver Spring,13432.3,,
201209,Smithsonian,9483.4,,
201209,Southern Avenue,5685.3,,
201209,Stadium-Armory,2661.6,,
201209,Suitland,6209.1,,
201209,Takoma,5992.6,,
201209,Tenleytown-AU,8077.3,,
201209,Twinbrook,4469.6,,
201209,U Street-Cardozo,6913.5,,
201209,Union Station,32033.6,,
201209,Van Dorn Street,3513.4,,
201209,Van Ness-UDC,7211.7,,
201209,Vienna,13467.1,,
201209,Virginia Square-GMU,3901.2,,
201209,Waterfront,4290.1,,
201209,West Falls Church,10802.5,,
201209,West Hyattsville,3912.3,,
201209,Wheaton,4144.1,,
201209,White Flint,4022.9,,
201209,Woodley Park-Zoo,7112.8,,
201210,Addison Road,3349.6,,
201210,Anacostia,6907.1,,
201210,Archives-Navy Memorial,8799.8,,
201210,Arlington Cemetery,1092.5,,
201210,Ballston,11097,,
201210,Benning Road,2899.5,,
201210,Bethesda,10091.4,,
201210,Braddock Road,4216.1,,
201210,Branch Avenue,6291,,
201210,Brookland,7035.6,,
201210,Capitol Heights,1918.6,,
201210,Capitol South,7443.8,,
201210,Cheverly,1434.2,,
201210,Clarendon,4499.8,,
201210,Cleveland Park,4469.1,,
201210,College Park-U of MD,4724.1,,
201210,Columbia Heights,11921.2,,
201210,Congress Heights,2929,,
201210,Court House,7535.3,,
201210,Crystal City,12564,,
201210,Deanwood,1678.6,,
201210,Dunn Loring,4922.1,,
201210,Dupont Circle,18053.5,,
201210,East Falls Church,3930,,
201210,Eastern Market,5679.5,,
201210,Eisenhower Avenue,1955.3,,
201210,Farragut North,24144.4,,
201210,Farragut West,21569.2,,
201210,Federal Center SW,5949.3,,
201210,Federal Triangle,8258.5,,
201210,Foggy Bottom,21372.7,,
201210,Forest Glen,2365.2,,
201210,Fort Totten,7040.5,,
201210,Franconia-Springfield,7932.1,,
201210,Friendship Heights,8670.3,,
201210,Gallery Place-Chinatown,22413.6,,
201210,Georgia Avenue-Petworth,5890.5,,
201210,Glenmont,5622.1,,
201210,Greenbelt,6221.5,,
201210,Grosvenor,5565.2,,
201210,Huntington,8389.3,,
201210,Judiciary Square,8641.4,,
201210,King St-Old Town,8202.9,,
201210,L'Enfant Plaza,18902.5,,
201210,Landover,2127.9,,
201210,Largo Town Center,4636,,
201210,McPherson Square,15605.1,,
201210,Medical Center,5823.6,,
201210,Metro Center,25440,,
201210,Minnesota Avenue,2873.6,,
201210,Morgan Blvd.,1888.1,,
201210,Mt. Vernon Square-UDC,4687.2,,
201210,Navy Yard-Ballpark,9445.3,,
201210,Naylor Road,3054.1,,
201210,New Carrollton,8629,,
201210,NoMa-Gallaudet U,7828.3,,
201210,Pentagon,16094.6,,
201210,Pentagon City,14523.3,,
201210,Potomac Avenue,3724.8,,
201210,Prince George's Plaza,5042.4,,
201210,Reagan Washington National Airport,6457,,
201210,Rhode Island Avenue,5505,,
201210,Rockville,4740.2,,
201210,Rosslyn,14865.7,,
201210,Shady Grove,12252.8,,
201210,Shaw-Howard University,5080.9,,
201210,Silver Spring,12417.6,,
201210,Smithsonian,9554.4,,
201210,Southern Avenue,5493.6,,
201210,Stadium-Armory,3303.8,,
201210,Suitland,5977.2,,
201210,Takoma,5542.9,,
201210,Tenleytown-AU,8024.5,,
